source_dataset,source_row_id,label_3intent
jevonmao/poker-gto-100k,action_sft:train:13472,RAISE
jevonmao/poker-gto-100k,action_sft:train:13473,RAISE
jevonmao/poker-gto-100k,action_sft:train:13486,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13487,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13492,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13494,CALL
jevonmao/poker-gto-100k,action_sft:train:13495,CALL
jevonmao/poker-gto-100k,action_sft:train:13496,CALL
jevonmao/poker-gto-100k,action_sft:train:13497,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13498,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13503,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13504,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13505,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13534,CALL
jevonmao/poker-gto-100k,action_sft:train:13537,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13544,RAISE
jevonmao/poker-gto-100k,action_sft:train:13545,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13566,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13567,CALL
jevonmao/poker-gto-100k,action_sft:train:13582,CALL
jevonmao/poker-gto-100k,action_sft:train:13584,CALL
jevonmao/poker-gto-100k,action_sft:train:13594,CALL
jevonmao/poker-gto-100k,action_sft:train:13602,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13603,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13608,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13609,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13610,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13611,CALL
jevonmao/poker-gto-100k,action_sft:train:13612,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13613,RAISE
jevonmao/poker-gto-100k,action_sft:train:13627,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13628,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13641,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13642,CALL
jevonmao/poker-gto-100k,action_sft:train:13643,RAISE
jevonmao/poker-gto-100k,action_sft:train:13652,CALL
jevonmao/poker-gto-100k,action_sft:train:13654,CALL
jevonmao/poker-gto-100k,action_sft:train:13657,CALL
jevonmao/poker-gto-100k,action_sft:train:13667,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13668,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13669,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13673,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13674,RAISE
jevonmao/poker-gto-100k,action_sft:train:13675,RAISE
jevonmao/poker-gto-100k,action_sft:train:13676,RAISE
jevonmao/poker-gto-100k,action_sft:train:13688,RAISE
jevonmao/poker-gto-100k,action_sft:train:13709,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13757,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13758,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13811,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13869,CALL
jevonmao/poker-gto-100k,action_sft:train:13927,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13929,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13945,CALL
jevonmao/poker-gto-100k,action_sft:train:13969,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13970,CALL
jevonmao/poker-gto-100k,action_sft:train:13971,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13982,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14010,CALL
jevonmao/poker-gto-100k,action_sft:train:14011,CALL
jevonmao/poker-gto-100k,action_sft:train:14012,CALL
jevonmao/poker-gto-100k,action_sft:train:14036,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14037,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14038,RAISE
jevonmao/poker-gto-100k,action_sft:train:14039,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14041,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14091,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14092,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14093,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14095,CALL
jevonmao/poker-gto-100k,action_sft:train:14098,CALL
jevonmao/poker-gto-100k,action_sft:train:14119,RAISE
jevonmao/poker-gto-100k,action_sft:train:14132,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14133,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14174,CALL
jevonmao/poker-gto-100k,action_sft:train:14175,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14176,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14212,CALL
jevonmao/poker-gto-100k,action_sft:train:14227,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14228,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14258,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14259,CALL
jevonmao/poker-gto-100k,action_sft:train:14286,CALL
jevonmao/poker-gto-100k,action_sft:train:14288,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14300,RAISE
jevonmao/poker-gto-100k,action_sft:train:14301,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14310,CALL
jevonmao/poker-gto-100k,action_sft:train:14311,CALL
jevonmao/poker-gto-100k,action_sft:train:14313,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14314,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14360,RAISE
jevonmao/poker-gto-100k,action_sft:train:14361,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14394,CALL
jevonmao/poker-gto-100k,action_sft:train:14395,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14396,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14422,RAISE
jevonmao/poker-gto-100k,action_sft:train:14436,CALL
jevonmao/poker-gto-100k,action_sft:train:14437,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14438,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14446,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14448,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14476,RAISE
jevonmao/poker-gto-100k,action_sft:train:14477,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14538,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14556,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14557,CALL
jevonmao/poker-gto-100k,action_sft:train:14563,CALL
jevonmao/poker-gto-100k,action_sft:train:14564,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14565,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14588,CALL
jevonmao/poker-gto-100k,action_sft:train:14603,RAISE
jevonmao/poker-gto-100k,action_sft:train:14604,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14605,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14653,CALL
jevonmao/poker-gto-100k,action_sft:train:14654,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14655,CALL
jevonmao/poker-gto-100k,action_sft:train:14667,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14672,CALL
jevonmao/poker-gto-100k,action_sft:train:14692,CALL
jevonmao/poker-gto-100k,action_sft:train:14694,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14695,RAISE
jevonmao/poker-gto-100k,action_sft:train:14696,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14697,RAISE
jevonmao/poker-gto-100k,action_sft:train:14718,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14719,CALL
jevonmao/poker-gto-100k,action_sft:train:14720,CALL
jevonmao/poker-gto-100k,action_sft:train:14738,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14739,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14759,CALL
jevonmao/poker-gto-100k,action_sft:train:14760,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14761,CALL
jevonmao/poker-gto-100k,action_sft:train:14762,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14763,CALL
jevonmao/poker-gto-100k,action_sft:train:14764,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14775,CALL
jevonmao/poker-gto-100k,action_sft:train:14822,CALL
jevonmao/poker-gto-100k,action_sft:train:14823,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14824,CALL
jevonmao/poker-gto-100k,action_sft:train:14843,CALL
jevonmao/poker-gto-100k,action_sft:train:14845,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14867,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14868,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14884,CALL
jevonmao/poker-gto-100k,action_sft:train:14885,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14902,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14903,CALL
jevonmao/poker-gto-100k,action_sft:train:14904,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14909,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14910,RAISE
jevonmao/poker-gto-100k,action_sft:train:14912,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14925,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14927,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14952,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14953,CALL
jevonmao/poker-gto-100k,action_sft:train:14954,CALL
jevonmao/poker-gto-100k,action_sft:train:14955,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:14956,CALL
jevonmao/poker-gto-100k,action_sft:train:14969,CALL
jevonmao/poker-gto-100k,action_sft:train:14970,CALL
jevonmao/poker-gto-100k,action_sft:train:14991,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15060,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15061,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15062,CALL
jevonmao/poker-gto-100k,action_sft:train:15079,CALL
jevonmao/poker-gto-100k,action_sft:train:15133,CALL
jevonmao/poker-gto-100k,action_sft:train:15135,RAISE
jevonmao/poker-gto-100k,action_sft:train:15136,RAISE
jevonmao/poker-gto-100k,action_sft:train:15137,RAISE
jevonmao/poker-gto-100k,action_sft:train:15200,CALL
jevonmao/poker-gto-100k,action_sft:train:15201,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15220,CALL
jevonmao/poker-gto-100k,action_sft:train:15221,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15222,CALL
jevonmao/poker-gto-100k,action_sft:train:15258,CALL
jevonmao/poker-gto-100k,action_sft:train:15286,CALL
jevonmao/poker-gto-100k,action_sft:train:15293,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15294,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15295,CALL
jevonmao/poker-gto-100k,action_sft:train:15311,CALL
jevonmao/poker-gto-100k,action_sft:train:15318,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15319,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15336,CALL
jevonmao/poker-gto-100k,action_sft:train:15338,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15389,RAISE
jevonmao/poker-gto-100k,action_sft:train:15390,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15417,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15418,CALL
jevonmao/poker-gto-100k,action_sft:train:15419,CALL
jevonmao/poker-gto-100k,action_sft:train:15420,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15421,CALL
jevonmao/poker-gto-100k,action_sft:train:15422,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15432,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15442,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15475,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15476,CALL
jevonmao/poker-gto-100k,action_sft:train:15477,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15518,CALL
jevonmao/poker-gto-100k,action_sft:train:15520,CALL
jevonmao/poker-gto-100k,action_sft:train:15536,RAISE
jevonmao/poker-gto-100k,action_sft:train:15545,CALL
jevonmao/poker-gto-100k,action_sft:train:15546,CALL
jevonmao/poker-gto-100k,action_sft:train:15566,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15568,RAISE
jevonmao/poker-gto-100k,action_sft:train:15583,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15585,RAISE
jevonmao/poker-gto-100k,action_sft:train:15603,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15604,CALL
jevonmao/poker-gto-100k,action_sft:train:15605,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15608,CALL
jevonmao/poker-gto-100k,action_sft:train:15609,CALL
jevonmao/poker-gto-100k,action_sft:train:15618,CALL
jevonmao/poker-gto-100k,action_sft:train:15655,CALL
jevonmao/poker-gto-100k,action_sft:train:15657,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15659,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15662,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15663,RAISE
jevonmao/poker-gto-100k,action_sft:train:15708,CALL
jevonmao/poker-gto-100k,action_sft:train:15709,CALL
jevonmao/poker-gto-100k,action_sft:train:15719,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15721,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15731,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15733,CALL
jevonmao/poker-gto-100k,action_sft:train:15740,RAISE
jevonmao/poker-gto-100k,action_sft:train:15742,RAISE
jevonmao/poker-gto-100k,action_sft:train:15762,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15763,CALL
jevonmao/poker-gto-100k,action_sft:train:15771,CALL
jevonmao/poker-gto-100k,action_sft:train:15772,CALL
jevonmao/poker-gto-100k,action_sft:train:15782,CALL
jevonmao/poker-gto-100k,action_sft:train:15803,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15804,RAISE
jevonmao/poker-gto-100k,action_sft:train:15805,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15832,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15833,CALL
jevonmao/poker-gto-100k,action_sft:train:15850,CALL
jevonmao/poker-gto-100k,action_sft:train:15851,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15852,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15853,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15875,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15885,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15886,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15887,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15901,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15917,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15918,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15919,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15922,CALL
jevonmao/poker-gto-100k,action_sft:train:15924,CALL
jevonmao/poker-gto-100k,action_sft:train:15932,RAISE
jevonmao/poker-gto-100k,action_sft:train:15933,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15934,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15979,CALL
jevonmao/poker-gto-100k,action_sft:train:15982,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15983,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:15984,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16004,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16005,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16021,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16022,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16023,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16035,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16036,RAISE
jevonmao/poker-gto-100k,action_sft:train:16057,CALL
jevonmao/poker-gto-100k,action_sft:train:16066,CALL
jevonmao/poker-gto-100k,action_sft:train:16067,CALL
jevonmao/poker-gto-100k,action_sft:train:16068,CALL
jevonmao/poker-gto-100k,action_sft:train:16069,CALL
jevonmao/poker-gto-100k,action_sft:train:16070,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16081,RAISE
jevonmao/poker-gto-100k,action_sft:train:16082,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16088,CALL
jevonmao/poker-gto-100k,action_sft:train:16089,RAISE
jevonmao/poker-gto-100k,action_sft:train:16091,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16127,CALL
jevonmao/poker-gto-100k,action_sft:train:16128,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16129,CALL
jevonmao/poker-gto-100k,action_sft:train:16134,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16135,RAISE
jevonmao/poker-gto-100k,action_sft:train:16167,CALL
jevonmao/poker-gto-100k,action_sft:train:16168,CALL
jevonmao/poker-gto-100k,action_sft:train:16169,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16211,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16222,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16224,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16249,RAISE
jevonmao/poker-gto-100k,action_sft:train:16250,RAISE
jevonmao/poker-gto-100k,action_sft:train:16257,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16258,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16259,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16282,CALL
jevonmao/poker-gto-100k,action_sft:train:16284,CALL
jevonmao/poker-gto-100k,action_sft:train:16292,CALL
jevonmao/poker-gto-100k,action_sft:train:16294,CALL
jevonmao/poker-gto-100k,action_sft:train:16295,CALL
jevonmao/poker-gto-100k,action_sft:train:16296,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16314,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16316,CALL
jevonmao/poker-gto-100k,action_sft:train:16320,CALL
jevonmao/poker-gto-100k,action_sft:train:16322,CALL
jevonmao/poker-gto-100k,action_sft:train:16326,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16327,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16328,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16337,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16338,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16339,CALL
jevonmao/poker-gto-100k,action_sft:train:16346,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16348,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16360,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16361,CALL
jevonmao/poker-gto-100k,action_sft:train:16362,CALL
jevonmao/poker-gto-100k,action_sft:train:16365,RAISE
jevonmao/poker-gto-100k,action_sft:train:16379,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16388,CALL
jevonmao/poker-gto-100k,action_sft:train:16389,RAISE
jevonmao/poker-gto-100k,action_sft:train:16390,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16391,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16392,RAISE
jevonmao/poker-gto-100k,action_sft:train:16394,RAISE
jevonmao/poker-gto-100k,action_sft:train:16404,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16405,RAISE
jevonmao/poker-gto-100k,action_sft:train:16409,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16411,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16420,CALL
jevonmao/poker-gto-100k,action_sft:train:16421,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16422,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16423,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16424,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16425,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16426,RAISE
jevonmao/poker-gto-100k,action_sft:train:16428,RAISE
jevonmao/poker-gto-100k,action_sft:train:16445,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16446,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16454,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16460,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16461,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16462,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16463,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16478,CALL
jevonmao/poker-gto-100k,action_sft:train:16479,CALL
jevonmao/poker-gto-100k,action_sft:train:16480,CALL
jevonmao/poker-gto-100k,action_sft:train:16487,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16489,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16490,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16491,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16493,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16517,CALL
jevonmao/poker-gto-100k,action_sft:train:16518,CALL
jevonmao/poker-gto-100k,action_sft:train:16519,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16522,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16528,CALL
jevonmao/poker-gto-100k,action_sft:train:16539,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16540,RAISE
jevonmao/poker-gto-100k,action_sft:train:16541,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16554,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16556,CALL
jevonmao/poker-gto-100k,action_sft:train:16557,CALL
jevonmao/poker-gto-100k,action_sft:train:16558,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16569,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16570,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16578,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16579,CALL
jevonmao/poker-gto-100k,action_sft:train:16589,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16591,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16595,RAISE
jevonmao/poker-gto-100k,action_sft:train:16597,RAISE
jevonmao/poker-gto-100k,action_sft:train:16599,CALL
jevonmao/poker-gto-100k,action_sft:train:16601,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16603,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16606,CALL
jevonmao/poker-gto-100k,action_sft:train:16607,RAISE
jevonmao/poker-gto-100k,action_sft:train:16608,RAISE
jevonmao/poker-gto-100k,action_sft:train:16609,RAISE
jevonmao/poker-gto-100k,action_sft:train:16614,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16615,RAISE
jevonmao/poker-gto-100k,action_sft:train:16616,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16617,RAISE
jevonmao/poker-gto-100k,action_sft:train:16618,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16619,RAISE
jevonmao/poker-gto-100k,action_sft:train:16620,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16621,CALL
jevonmao/poker-gto-100k,action_sft:train:16624,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16629,CALL
jevonmao/poker-gto-100k,action_sft:train:16630,CALL
jevonmao/poker-gto-100k,action_sft:train:16631,CALL
jevonmao/poker-gto-100k,action_sft:train:16633,RAISE
jevonmao/poker-gto-100k,action_sft:train:16634,RAISE
jevonmao/poker-gto-100k,action_sft:train:16638,CALL
jevonmao/poker-gto-100k,action_sft:train:16639,CALL
jevonmao/poker-gto-100k,action_sft:train:16640,CALL
jevonmao/poker-gto-100k,action_sft:train:16642,CALL
jevonmao/poker-gto-100k,action_sft:train:16643,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16644,RAISE
jevonmao/poker-gto-100k,action_sft:train:16645,RAISE
jevonmao/poker-gto-100k,action_sft:train:16646,RAISE
jevonmao/poker-gto-100k,action_sft:train:16647,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16650,CALL
jevonmao/poker-gto-100k,action_sft:train:16651,CALL
jevonmao/poker-gto-100k,action_sft:train:16652,CALL
jevonmao/poker-gto-100k,action_sft:train:16654,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16655,RAISE
jevonmao/poker-gto-100k,action_sft:train:16664,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16665,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16666,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16667,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16668,RAISE
jevonmao/poker-gto-100k,action_sft:train:16694,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16695,CALL
jevonmao/poker-gto-100k,action_sft:train:16696,CALL
jevonmao/poker-gto-100k,action_sft:train:16709,RAISE
jevonmao/poker-gto-100k,action_sft:train:16710,CALL
jevonmao/poker-gto-100k,action_sft:train:16711,RAISE
jevonmao/poker-gto-100k,action_sft:train:16736,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16737,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16738,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16740,RAISE
jevonmao/poker-gto-100k,action_sft:train:16774,CALL
jevonmao/poker-gto-100k,action_sft:train:16775,CALL
jevonmao/poker-gto-100k,action_sft:train:16789,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16790,CALL
jevonmao/poker-gto-100k,action_sft:train:16798,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16799,RAISE
jevonmao/poker-gto-100k,action_sft:train:16800,RAISE
jevonmao/poker-gto-100k,action_sft:train:16809,CALL
jevonmao/poker-gto-100k,action_sft:train:16849,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16850,CALL
jevonmao/poker-gto-100k,action_sft:train:16851,CALL
jevonmao/poker-gto-100k,action_sft:train:16910,CALL
jevonmao/poker-gto-100k,action_sft:train:16911,RAISE
jevonmao/poker-gto-100k,action_sft:train:16912,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16919,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16920,CALL
jevonmao/poker-gto-100k,action_sft:train:16921,CALL
jevonmao/poker-gto-100k,action_sft:train:16932,RAISE
jevonmao/poker-gto-100k,action_sft:train:16933,RAISE
jevonmao/poker-gto-100k,action_sft:train:16934,RAISE
jevonmao/poker-gto-100k,action_sft:train:16966,CALL
jevonmao/poker-gto-100k,action_sft:train:16967,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:16977,RAISE
jevonmao/poker-gto-100k,action_sft:train:16978,RAISE
jevonmao/poker-gto-100k,action_sft:train:16997,CALL
jevonmao/poker-gto-100k,action_sft:train:16998,RAISE
jevonmao/poker-gto-100k,action_sft:train:16999,RAISE
jevonmao/poker-gto-100k,action_sft:train:17011,CALL
jevonmao/poker-gto-100k,action_sft:train:17012,CALL
jevonmao/poker-gto-100k,action_sft:train:17029,CALL
jevonmao/poker-gto-100k,action_sft:train:17030,CALL
jevonmao/poker-gto-100k,action_sft:train:17044,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:17045,CALL
